SHIFT_ID,WORKER_ID,WORKPLACE_ID,SHIFT_START_AT,SHIFT_CREATED_AT,OFFER_VIEWED_AT,DURATION,SLOT,CLAIMED_AT,IS_VERIFIED,IS_NCNS,PAY_RATE,CHARGE_RATE,CLAIMED,LEAD_TIME_HOUR
673e2b05247a15ca4a245eee,6314282a8dc8a801aa6440e3,6203e9b58fa46801a9ed5f21,2024-12-23T01:00:00Z,2024-11-20T18:31:34Z,2024-12-21T22:19:28Z,12,pm,2024-12-21T22:20:15Z,TRUE,FALSE,23.74,31,1,774.473888888889
674a541199a560cd982ed366,61abc696893da30186d8b050,611af67795f4c501662edb31,2024-12-01T14:30:00Z,2024-11-29T23:53:53Z,2024-11-30T05:56:07Z,8,am,2024-11-30T05:56:18Z,TRUE,FALSE,22.84,24,1,38.6019444444444
66ecd0eb1ed9d9af26a697bb,6143854b6526530166054953,6397792db6b96101b60b854e,2024-09-30T21:00:00Z,2024-09-20T01:33:31Z,2024-09-20T15:03:54Z,8,pm,2024-09-20T15:04:45Z,TRUE,FALSE,23.25,32,1,259.441388888889
6758c59b57feb2f85bca628b,629598dcb8741c01bfb00610,5ebf09a7fe8b200017aeb9eb,2024-12-30T06:30:00Z,2024-12-10T22:50:04Z,2024-12-10T22:50:04Z,8,noc,2024-12-10T22:50:04Z,TRUE,FALSE,21.9,26,1,463.665555555556
67215961dd187512061f7bd8,63be02e94b94c3b0e2614a73,628439ec1df59901b9c4f568,2024-11-19T22:30:00Z,2024-10-29T21:53:37Z,2024-11-19T17:40:20Z,8,pm,2024-11-19T17:41:20Z,TRUE,FALSE,25.92,30,1,504.606388888889
6716597610acf2289dcbf87a,637bb317094907a12eb4ea6b,5bdb65eb27415b0004330ace,2024-10-24T21:30:00Z,2024-10-21T13:39:03Z,2024-10-21T18:38:06Z,9,pm,2024-10-21T18:39:13Z,TRUE,FALSE,21.97,32,1,79.8491666666667
6733d87b8d18f75639d39c3c,633fb2fcfb9a096b9e0f6a6e,617195fe61cfc6016a47a1de,2024-11-16T23:00:00Z,2024-11-12T22:36:44Z,2024-11-12T22:36:44Z,8,pm,2024-11-12T22:36:44Z,TRUE,FALSE,23.57,38,1,96.3877777777778
676733d2d14198f94a23f432,6517a8f76d2dc285f3b50674,5fcec4832f950000168c369d,2024-12-25T22:00:00Z,2024-12-21T21:32:03Z,2024-12-21T21:35:35Z,8,pm,2024-12-21T21:35:47Z,TRUE,FALSE,42.7,32,1,96.4658333333333
674531759626fc003073b2b6,623cedeb87d88b01aa0cfa14,5ebf09a7fe8b200017aeb9eb,2024-11-28T22:30:00Z,2024-11-26T02:24:53Z,2024-11-28T05:11:40Z,8,pm,2024-11-28T05:11:53Z,TRUE,FALSE,37.23,26,1,68.0852777777778
670812fc5571b2c53117b514,65debc4c277df9830b98b065,61f1d66bcc1e0a018a32786c,2024-10-13T05:30:00Z,2024-10-10T17:46:37Z,2024-10-11T00:57:58Z,8,noc,2024-10-11T00:58:26Z,TRUE,FALSE,26.38,36,1,59.7230555555556
66ede19631eed7f3a535c318,62873f0f2a06b901bf9c2bf5,617195fe61cfc6016a47a1de,2024-09-29T22:00:00Z,2024-09-20T20:56:54Z,2024-09-20T21:06:40Z,8,pm,2024-09-20T21:06:44Z,TRUE,FALSE,23.72,38,1,217.051666666667
675f6b9527c56ae35b2ef10b,6131ebc503cefc0166c3f1b7,62fe7268db1e4101bab76c70,2024-12-16T01:00:00Z,2024-12-15T23:51:50Z,2024-12-15T23:52:23Z,6,pm,2024-12-15T23:54:26Z,TRUE,FALSE,33.67,31,1,1.13611111111111
674423b66e46745764c60aa2,649da491deef5579a8167a36,60e8d8dc9a5c0a016647a652,2024-11-27T14:00:00Z,2024-11-25T07:13:59Z,2024-11-25T07:28:41Z,8,am,2024-11-25T07:29:13Z,TRUE,FALSE,25.53,35,1,54.7669444444445
66fdaf04eae512b0542677ed,633fb2fcfb9a096b9e0f6a6e,617195fe61cfc6016a47a1de,2024-10-26T13:45:00Z,2024-10-02T20:37:24Z,2024-10-20T20:50:19Z,9,am,2024-10-20T20:50:34Z,TRUE,FALSE,25.2,38,1,569.126666666667
66fcbac186cd008f19412707,6071d78fe9b7650016af09d7,610c3e4bb0d8850166b2bd41,2024-10-05T21:00:00Z,2024-10-02T03:15:13Z,2024-10-02T03:17:58Z,8,pm,2024-10-02T03:18:01Z,TRUE,FALSE,23.85,31,1,89.7463888888889
66ea29c578e0aff70508957b,60be8a462c96cd0166ae08d9,62f1808d339f7c01b47edcef,2024-10-07T13:00:00Z,2024-09-18T01:15:49Z,2024-09-18T01:15:54Z,8,am,2024-09-18T01:15:58Z,TRUE,FALSE,29,26,1,467.736388888889
67621f7f85debcf880a43ea2,64bb4abcdeef5579a8404146,611af67795f4c501662edb31,2024-12-25T06:30:00Z,2024-12-18T01:04:00Z,2024-12-20T15:15:13Z,8,noc,2024-12-20T15:17:41Z,TRUE,FALSE,37.84,24,1,173.433333333333
67210cf996b7401ef8893aa4,6678e2320c8bae033d6a6be2,5bdb65eb27415b0004330ace,2024-10-29T21:30:00Z,2024-10-29T16:27:37Z,2024-10-29T16:27:37Z,8,pm,2024-10-29T16:27:37Z,TRUE,FALSE,21.53,32,1,5.03972222222222
6717cd6e24a21a14e591c38c,618dd45c7b70d50186d194ab,5e95d5f5cf5e8d001653314e,2024-10-26T06:00:00Z,2024-10-22T16:06:07Z,2024-10-22T16:10:24Z,8,noc,2024-10-22T16:10:35Z,TRUE,FALSE,21.38,37,1,85.8980555555556
6740f55d5f77c998f985c220,6106726c9cb84c01667d5228,5c539532fe63b800166ddb2d,2024-12-17T06:30:00Z,2024-11-22T21:19:25Z,2024-11-22T21:19:25Z,8,noc,2024-11-22T21:19:25Z,TRUE,FALSE,21.46,30,1,585.176388888889
66f2cfb1f94c52d0d59f0e6f,658259bcd1bbdee1d1988737,5bdb65eb27415b0004330ace,2024-09-30T21:30:00Z,2024-09-24T14:41:53Z,2024-09-24T15:18:04Z,8,pm,2024-09-24T15:18:50Z,TRUE,FALSE,21.88,32,1,150.801944444444
672a43d3b1e8fb993b3fcca0,5f44403d14eabb0016313e3a,61c3ac32bc5db301874bf1e5,2024-11-09T22:00:00Z,2024-11-05T16:12:04Z,2024-11-05T22:27:01Z,8,pm,2024-11-05T22:27:52Z,TRUE,FALSE,26.66,28,1,101.798888888889
66f78d1a1141258d42f73d6f,639e7674c01b7dd0c79fa48a,61ba9fe7b976f90180a04e56,2024-09-28T13:00:00Z,2024-09-28T04:59:06Z,2024-09-28T05:54:49Z,8,am,2024-09-28T05:55:16Z,TRUE,FALSE,30.6,35,1,8.015
66eb88c02132fbd9fe15d091,5e87b689097f640016e3504e,5bdb65eb27415b0004330ace,2024-09-23T05:30:00Z,2024-09-19T02:13:21Z,2024-09-20T00:18:39Z,8,noc,2024-09-20T00:18:57Z,TRUE,FALSE,21.88,32,1,99.2775
673291ca96e759952fe94f2e,654337c47ff7c6eee51e47a2,65428c5eb9ae7bfe06a31fec,2024-11-18T12:50:00Z,2024-11-11T23:22:50Z,2024-11-11T23:22:51Z,13,am,2024-11-11T23:22:50Z,TRUE,FALSE,31.13,39,1,157.452777777778
673b87d3562f21534326a790,66bf640c93d8c271682ff722,649cab49c4c12701bb7a2350,2024-11-20T14:00:00Z,2024-11-18T18:30:44Z,2024-11-18T18:30:44Z,8,am,2024-11-18T18:30:44Z,TRUE,FALSE,25.21,31,1,43.4877777777778
6784143db60338dd092d635a,613f8444e8e14701662853bd,6197b1e6a706b30180020448,2025-01-13T06:00:00Z,2025-01-12T19:13:02Z,2025-01-12T20:24:47Z,8,noc,2025-01-12T20:25:08Z,TRUE,FALSE,26.81,34,1,10.7827777777778
672d598a9698523e51fbe3c8,652f1b13c5c2621867da9256,5e47201390bc130016bbe03f,2024-11-09T06:30:00Z,2024-11-08T00:21:30Z,2024-11-09T04:18:16Z,8,noc,2024-11-09T04:18:20Z,TRUE,FALSE,30.95,33,1,30.1416666666667
6759ca8c7037e9181f89ebde,6462dfa14107b99bc1d2a843,5ebf09a7fe8b200017aeb9eb,2024-12-14T22:30:00Z,2024-12-11T17:23:25Z,2024-12-11T17:23:25Z,8,pm,2024-12-11T17:23:25Z,TRUE,FALSE,22.46,26,1,77.1097222222222
671a0b089e0dfa639bda2a5a,62fc73bdd2264701b576482b,611af67795f4c501662edb31,2024-11-25T14:30:00Z,2024-10-24T08:53:28Z,2024-11-17T17:45:26Z,8,am,2024-11-17T17:45:30Z,TRUE,FALSE,22.59,24,1,773.608888888889
674568b79626fc0030767a84,63ab890bc01b7dd0c74253e4,61f1d66bcc1e0a018a32786c,2024-11-26T14:30:00Z,2024-11-26T06:20:40Z,2024-11-26T09:40:23Z,8,am,2024-11-26T09:41:47Z,TRUE,FALSE,32.66,36,1,8.15555555555556
678d508dc59905eff8bc90d5,62bebe65183a9501c3232f73,61a568e0cb11990185bb97c7,2025-01-19T22:30:00Z,2025-01-19T19:20:46Z,2025-01-19T20:48:41Z,8,pm,2025-01-19T20:49:17Z,TRUE,FALSE,31.4,39,1,3.15388888888889
67702f0541ea68cf416697a2,664c614f53f8a9d7f3b06a14,61a568e0cb11990185bb97c7,2024-12-29T06:30:00Z,2024-12-28T17:01:57Z,2024-12-28T19:14:49Z,8,noc,2024-12-28T19:15:04Z,TRUE,FALSE,29.81,39,1,13.4675
6774637ab71d4c47164398c0,658b2fff27861cb389b9de93,5c82b3dfa08cb800166dc04d,2024-12-31T22:30:00Z,2024-12-31T21:34:50Z,2024-12-31T22:27:15Z,8,pm,2024-12-31T22:27:40Z,TRUE,FALSE,40.31,28,1,0.919444444444444
672121e0538e8aaf9d8692ed,6281766759109301c15ef45a,65fde23ff14f0eebdc8178d2,2024-11-18T14:30:00Z,2024-10-29T17:56:48Z,2024-10-29T18:03:07Z,8,am,2024-10-29T18:03:11Z,TRUE,FALSE,32.33,32,1,476.553333333333
673e60d0273191aed5c22b39,630c218f60c13c01b51b08e5,6682fbd431094eacf70b20f1,2024-11-23T14:00:00Z,2024-11-20T22:21:04Z,2024-11-20T22:36:59Z,8,am,2024-11-20T22:37:24Z,TRUE,FALSE,19.58,37,1,63.6488888888889
6722cf61777baa9fbaa73005,6421bd30eacfd205191dc1ca,60257cdc1cd3a100160c67cf,2024-11-02T05:00:00Z,2024-10-31T00:29:21Z,2024-10-31T13:49:56Z,8,noc,2024-10-31T13:51:12Z,TRUE,FALSE,21.39,32,1,52.5108333333333
6716d05f03a023a715902632,6260a5742bb94001acefcd4c,60257cdc1cd3a100160c67cf,2024-10-22T13:00:00Z,2024-10-21T22:06:23Z,2024-10-21T22:36:27Z,8,am,2024-10-21T22:36:47Z,TRUE,FALSE,29.65,32,1,14.8936111111111
678acf1d2aa8ea744a221a5e,67800cf0f75c101b277b8b60,641deef039646601c0df8cea,2025-01-18T23:00:00Z,2025-01-17T21:43:58Z,2025-01-17T21:49:09Z,8,pm,2025-01-17T21:49:21Z,TRUE,FALSE,25.43,32,1,25.2672222222222
670d722b4d6c122d136704eb,625db2f460224a01ac1b54a7,5e47201390bc130016bbe03f,2024-10-17T05:30:00Z,2024-10-14T19:34:04Z,2024-10-14T19:50:43Z,8,noc,2024-10-14T19:51:56Z,TRUE,FALSE,26.21,33,1,57.9322222222222
6781ca067ff1afa9549aaacd,633fb2fcfb9a096b9e0f6a6e,5fffa958539a730016772b5c,2025-01-11T22:00:00Z,2025-01-11T01:31:50Z,2025-01-11T01:43:00Z,8,pm,2025-01-11T01:43:16Z,TRUE,FALSE,35.25,26,1,20.4694444444444
670028c4a0262e7682237b45,62c69aca330d4601ba1ae1d9,641deef039646601c0df8cea,2024-10-06T06:00:00Z,2024-10-04T17:41:25Z,2024-10-06T00:19:28Z,8,noc,2024-10-06T00:21:09Z,TRUE,FALSE,29.4,32,1,36.3097222222222
66f8bdf11141258d42096e42,6370b05d7ccb0c3b06ab90da,62be1df86451d501bef14792,2024-09-29T14:00:00Z,2024-09-29T02:39:45Z,2024-09-29T04:22:42Z,8,am,2024-09-29T04:23:19Z,TRUE,FALSE,22.79,32,1,11.3375
66f7192ce430e1761c557b70,622cb7e61051cf01aeb5b45a,62be1df86451d501bef14792,2024-09-30T15:00:00Z,2024-09-27T20:44:29Z,2024-09-27T20:44:55Z,8,am,2024-09-27T20:45:00Z,TRUE,FALSE,23.67,32,1,66.2586111111111
67408b3587a3693cb636767b,600f12993626370016557a78,5f2da77e9dc6600016c2d37f,2024-11-22T14:30:00Z,2024-11-22T13:46:29Z,2024-11-22T13:51:35Z,9,am,2024-11-22T13:51:57Z,TRUE,FALSE,24.11,30,1,0.725277777777778
66fecf3c430ae852ecff221d,638a43463c1385547040c4a0,5fd299d89343550016d5599f,2024-10-03T21:00:00Z,2024-10-03T17:07:09Z,2024-10-03T17:30:27Z,8,pm,2024-10-03T17:30:32Z,TRUE,FALSE,36.25,31,1,3.88083333333333
67478f18159ab73b98b1b3e9,62c652ce74ee2801be095ad5,61b3bcab7d820501865eb110,2024-11-27T22:30:00Z,2024-11-27T21:28:57Z,2024-11-27T21:28:57Z,8,pm,2024-11-27T21:28:57Z,TRUE,FALSE,19.35,33,1,1.0175
677c423786d268f6e514aab4,62545b91f393b301ae19c646,6203e9b58fa46801a9ed5f21,2025-01-14T13:00:00Z,2025-01-06T20:51:03Z,2025-01-07T16:11:21Z,12,am,2025-01-07T16:11:45Z,TRUE,FALSE,22.26,31,1,184.149166666667
66ec56b68f1af3c44bddcd6d,650b6aefbe202a3a2e0961f6,5ebf1743a253570017a27d99,2024-10-06T05:30:00Z,2024-09-19T16:52:07Z,2024-09-27T05:58:50Z,8,noc,2024-09-27T05:59:31Z,TRUE,FALSE,20.57,30,1,396.631388888889
677797f16711e883349a6984,636db4c57ccb0c3b068dd3c5,61c4d2a870dd500187dc98b1,2025-01-05T14:00:00Z,2025-01-03T07:55:30Z,2025-01-03T08:01:38Z,8,am,2025-01-03T08:01:41Z,TRUE,FALSE,23.58,38,1,54.075
67207c5b7445818a6f7cf0c0,5f05134d68380400171fe5b1,61a568e0cb11990185bb97c7,2024-11-02T05:30:00Z,2024-10-29T06:10:35Z,2024-10-29T15:39:48Z,8,noc,2024-10-29T15:40:32Z,TRUE,FALSE,26.5,39,1,95.3236111111111
6752180dd10b885b1c3939ba,6495458cfdebe497ceed2c8b,5ebf1773a253570017a27da2,2024-12-09T22:00:00Z,2024-12-05T21:15:57Z,2024-12-06T03:27:15Z,8,pm,2024-12-06T03:27:40Z,TRUE,FALSE,22.04,30,1,96.7341666666667
6738fb55a1292602779eed32,6572e05dd1bbdee1d1097b3b,61a568e0cb11990185bb97c7,2024-11-16T22:30:00Z,2024-11-16T20:06:45Z,2024-11-16T20:07:17Z,8,pm,2024-11-16T20:11:55Z,TRUE,FALSE,27,39,1,2.3875
672a3c373b08d34f4c35f931,647022324107b99bc1453aa0,64790906cb044d01b9691969,2024-11-09T22:00:00Z,2024-11-05T15:39:36Z,2024-11-08T00:13:43Z,8,pm,2024-11-08T00:13:49Z,TRUE,FALSE,23.86,37,1,102.34
67520ff41e5ff0309abafc8c,639df8fec01b7dd0c72a7569,64790906cb044d01b9691969,2024-12-06T22:00:00Z,2024-12-05T20:41:25Z,2024-12-05T21:00:22Z,8,pm,2024-12-05T21:00:39Z,TRUE,FALSE,23.45,37,1,25.3097222222222
66ee382dd08827ef6a979864,6688eaaa0c8bae033d74326f,611af67795f4c501662edb31,2024-10-06T21:30:00Z,2024-09-21T03:06:21Z,2024-09-26T22:51:04Z,8,pm,2024-09-26T22:51:43Z,TRUE,FALSE,22.41,24,1,378.394166666667
670e9afc9d2f17a9c18b555d,63959aeac01b7dd0c7046f90,5e7266e3759cf60016d86c98,2024-11-08T23:00:00Z,2024-10-15T16:40:29Z,2024-10-23T21:04:38Z,8,pm,2024-10-23T21:05:12Z,TRUE,FALSE,20.13,34,1,582.325277777778
673030b7544c7ae818f7dfdd,63f14bb008d1f563240e957c,6203e9b58fa46801a9ed5f21,2024-11-10T13:00:00Z,2024-11-10T04:04:07Z,2024-11-10T04:15:22Z,12,am,2024-11-10T04:15:58Z,TRUE,FALSE,31.57,31,1,8.93138888888889
675c9f2762fc46ed86bc0719,62b1591191e82801bd998370,613a636b4be49701666cf108,2024-12-15T06:30:00Z,2024-12-13T20:55:03Z,2024-12-13T20:55:49Z,8,noc,2024-12-13T20:56:12Z,TRUE,FALSE,23.52,46,1,33.5825
67578471fb7d9d7384a058ef,673229639dd6fa0b68ae2878,611af67795f4c501662edb31,2024-12-15T22:30:00Z,2024-12-09T23:59:46Z,2024-12-10T07:18:17Z,8,pm,2024-12-10T07:18:22Z,TRUE,FALSE,22.3,24,1,142.503888888889
66ee3142e62bb5f43e3ab105,645a4987b13deaf45fc560e2,611af67795f4c501662edb31,2024-10-01T13:30:00Z,2024-09-21T02:36:51Z,2024-09-21T18:51:49Z,8,am,2024-09-21T18:51:58Z,TRUE,FALSE,21.8,24,1,250.885833333333
6740686477144861b202eb1f,66d243d793d8c27168814788,644ad704e30bb601b9ec5b76,2024-11-22T15:00:00Z,2024-11-22T11:17:56Z,2024-11-22T11:18:14Z,6,am,2024-11-22T11:18:28Z,TRUE,FALSE,33.65,39,1,3.70111111111111
